ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
1645,I agree,I am learning to code,Under 18 years old,"Student, full-time",,,"Associate degree (A.A., A.S., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges)",,6,,,,,Investigate,Start a free trial,United Kingdom of Great Britain and Northern Ireland,,,Python,,MongoDB;MySQL,,Digital Ocean,Digital Ocean,,,,,Cargo,Cargo,CLion;PyCharm;WebStorm,CLion;Fleet;PyCharm,Fedora,Fedora,,,Discord,Discord;Signal,ChatGPT;WolframAlpha,ChatGPT;Google Bard AI;WolframAlpha,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not at all",,Yes,Favorable,Increase productivity;Greater efficiency,Somewhat distrust,,Writing code;Documenting code,,,,,,Writing code;Documenting code,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
1737,I agree,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow;Certification videos",Other;Codecademy;Udemy;Pluralsight;Coursera;Udacity,7,2,"Developer, back-end",20 to 99 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,India,INR	Indian rupee,,Python,Go;Python;Rust,PostgreSQL,Dynamodb;Elasticsearch;PostgreSQL,Google Cloud,Google Cloud,Django,Django;FastAPI,,,Docker,Docker,IPython;Jupyter Notebook/JupyterLab;PyCharm;Sublime Text,IPython;Jupyter Notebook/JupyterLab;PyCharm;Sublime Text,Ubuntu,Ubuntu,Confluence;Jira,Confluence;Jira,Google Meet;Slack,Google Meet;Slack,,,,,Stack Exchange;Collectives on Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",My opinion would be to integrate AI tools into Stack Overflow search to find better most related questions and answers.,"No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,2.0,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,1-2 times a week,10+ times a week,1-2 times a week,15-30 minutes a day,60-120 minutes a day,None of these,Retail and Consumer Services,Appropriate in length,Neither easy nor difficult,
1746,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time",In-person,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial,,13,3,Research & Development role,20 to 99 employees,I have little or no influence,,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Greece,EUR European Euro,,Python,Python,,,,,,,NumPy;Pandas,Hugging Face Transformers;NumPy;Pandas;Torch/PyTorch,,,Visual Studio Code,Visual Studio Code,Windows Subsystem for Linux (WSL),Debian;Fedora;Red Hat;Ubuntu;Windows Subsystem for Linux (WSL),,,Cisco Webex Teams;Mattermost,Matrix,ChatGPT,ChatGPT,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",I believe StackOverflow should use AI tools. It could help improve moderation.,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,,Writing code;Documenting code,,Documenting code,,,,Writing code,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
1830,I agree,I am learning to code,18-24 years old,"Not employed, but looking for work",,,Some college/university study without earning a degree,Books / Physical media;Online Courses or Certification,,,1,,Student,,,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Pakistan,,,Python,JavaScript,MongoDB,MySQL,Netlify,Amazon Web Services (AWS);Vercel,Flask,Node.js,NumPy;Opencv;Pandas;Qt,TensorFlow;Torch/PyTorch,Pip,,Visual Studio Code,,Windows,Windows,,,Discord;Whatsapp,,Bing AI;ChatGPT,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all","sort good answer , summerize it",Yes,Favorable,Increase productivity;Speed up learning,Somewhat trust,Learning about a codebase;Testing code;Collaborating with teammates ,Writing code;Debugging and getting help,Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring,,,,,Writing code;Debugging and getting help,,,,,,,,,,,,,,,,,,,Too long,Difficult,
1833,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Online Courses or Certification;On the job training;School (i.e., University, College, etc)",,,15,,Academic researcher,,,Other,,Malta,,,Python,Python,,,,,,,Hugging Face Transformers;Torch/PyTorch,Hugging Face Transformers;JAX;Torch/PyTorch,,,Jupyter Notebook/JupyterLab;PyCharm,PyCharm,Windows;Windows Subsystem for Linux (WSL),Windows,,,Google Chat;Google Meet;Mattermost;Slack;Zoom,Slack;Zoom,,,,,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really","AI could definitely help with repetitive task currently done manually & can be done quite haphazardly due to the human element, such as tag generation, duplicate marking. AI tools should be integrated whenever the output is reliable, as otherwise it might be more frustrating & less trustworthy to use.","No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,6.0,Disagree,,,,,,,,,,,,,,,Appropriate in length,Easy,
1905,I agree,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses,Udemy;Coursera;Udacity,5,3,Data scientist or machine learning specialist,20 to 99 employees,I have some influence,Investigate,Start a free trial,India,INR	Indian rupee,3000000.0,Python,Go;Python,MySQL;PostgreSQL,MySQL;Neo4J;PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud,Flask,Django;Flask,Hugging Face Transformers;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Hugging Face Transformers;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker,Docker,Visual Studio Code,PyCharm;Visual Studio Code,Fedora;Ubuntu;Windows,Fedora;Ubuntu;Windows,,,Microsoft Teams,,ChatGPT,ChatGPT,,,Stack Overflow;Collectives on Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",,"No, but I plan to soon",Indifferent,,Neither trust nor distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,36351.0
2040,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Hobby;Contribute to open-source projects,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Colleague;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Books;Click to write Choice 20;Stack Overflow,,7,7,Research & Development role,2 to 9 employees,I have some influence,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,,Python,,BigQuery;PostgreSQL,,Google Cloud,,FastAPI,,JAX;Pandas,JAX,Docker;Pip,Docker;doctest;Terraform,Jupyter Notebook/JupyterLab;Neovim;PyCharm,PyCharm,MacOS;Ubuntu,MacOS,Confluence;Jira;Markdown File;Miro,Miro,Discord;Google Meet;Slack;Zoom,Discord;Slack,,,,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,Neutral,"I think it's inevitable SO will have to at some point. I don't think it should rush into it, however. A lot of work needs to be done to improve the quality of AI outputs. One area SO could use AI now is moderation, to suggest duplicates and flag poor quality posts","No, but I plan to soon",Favorable,,Highly distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
2084,I agree,I code primarily as a hobby,25-34 years old,"Student, full-time",,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum)","Books;How-to videos;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow",,2,,,,,,,Germany,,,Python,C++;Python,,,,,,,NumPy;Pandas,NumPy;Pandas;Scikit-Learn,,,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Debian;Windows,Debian;Windows,,,Discord;Skype;Whatsapp,Discord;Skype;Whatsapp,Bing AI;ChatGPT;WolframAlpha,Bing AI;ChatGPT;WolframAlpha,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat","Yes, I think implementing AI tools can improve my experience on SO.",Yes,Indifferent,Other (please explain);Speed up learning,Somewhat trust,Project planning;Documenting code;Committing and reviewing code,Writing code;Debugging and getting help,,,,Writing code,,Debugging and getting help,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
2101,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;School (i.e., University, College, etc)",,,12,5,Data scientist or machine learning specialist,100 to 499 employees,I have little or no influence,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Switzerland,CHF	Swiss franc,,Python,Python;Rust,Elasticsearch,Snowflake,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud,Angular,,Hadoop;Hugging Face Transformers;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow,Hugging Face Transformers;JAX;NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Ansible;Make;npm,Ansible;Cargo,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,IPython;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),MacOS;Ubuntu,GitHub Discussions,GitHub Discussions,Slack,Slack,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",,"No, but I plan to soon",Unsure,,Neither trust nor distrust,,,,,,,,,Yes,Individual contributor,5.0,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Never,1-2 times a week,Never,,30-60 minutes a day,DevOps function;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),,Appropriate in length,Easy,
2199,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media,,,10,10,"Developer, back-end",20 to 99 employees,I have some influence,Investigate,Start a free trial,Japan,YER	Yemeni rial,,Python,,,,,,,,,,,,Visual Studio Code,,Ubuntu,,,,,,Google Bard AI,,,,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,,Yes,Very favorable,Increase productivity,Somewhat distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Too long,Difficult,
2205,I agree,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Other (please specify):",Formal documentation provided by the owner of the tech;Books;How-to videos;Written Tutorials;Stack Overflow,,11,2,"Developer, back-end",20 to 99 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with,United States of America,USD	United States dollar,100000.0,Python,TypeScript,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS);Vercel,Django,Next.js,,,Docker,Docker;Homebrew,PyCharm,Visual Studio Code,Fedora;MacOS,MacOS,Clickup;GitHub Discussions,Clickup;GitHub Discussions,Slack;Zoom,Slack;Zoom,ChatGPT,Bing AI;ChatGPT,AWS CodeWhisperer,GitHub Copilot,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,Neutral,"Stackoverflow could use AI to help users ask better questions, or immediately provide potential solutions to questions.",Yes,Very favorable,Greater efficiency;Improve accuracy in coding,Somewhat trust,,Writing code;Documenting code;Debugging and getting help,,Writing code;Documenting code;Debugging and getting help,,,,,Yes,Individual contributor,2.0,Neither agree nor disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,1-2 times a week,1-2 times a week,3-5 times a week,15-30 minutes a day,30-60 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,100000.0
2275,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Stack Overflow,,9,2,Academic researcher,"1,000 to 4,999 employees",I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Germany,EUR European Euro,51000.0,Python,Python,,,,,,,CUDA;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,CUDA;NumPy;Opencv;Pandas;Scikit-Learn;Torch/PyTorch,Pip,Docker;Pip,Jupyter Notebook/JupyterLab;PyCharm;Sublime Text,Jupyter Notebook/JupyterLab;PyCharm;Sublime Text,Android;Windows,Ubuntu,Confluence;Notion,Confluence;Notion,Microsoft Teams;Signal;Slack;Telegram;Whatsapp;Zoom,Microsoft Teams;Signal;Slack;Telegram;Whatsapp;Zoom,ChatGPT,ChatGPT,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",would be cool. Maybe flag answers that have a high chance of being wrong -> or flag them somehow such that they get reviewed,Yes,Indifferent,Increase productivity;Greater efficiency;Improve accuracy in coding,Somewhat trust,Learning about a codebase;Writing code;Documenting code;Deployment and monitoring;Collaborating with teammates ,Debugging and getting help,Project planning;Testing code;Committing and reviewing code,,,,Debugging and getting help,,Yes,Individual contributor,2.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Automated testing;Continuous integration (CI) and (more often) continuous delivery,Healthcare,Too short,Neither easy nor difficult,54616.0
2515,I agree,"I used to be a developer by profession, but no longer am",45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial,,32,27,,,,,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United States of America,,,Python,Elixir;Prolog;Python,,,,,Django,Django;Elm,,,,,,,Windows,Ubuntu,,,Google Chat;Google Meet,Google Chat;Google Meet,,,,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",,"No, but I plan to soon",Indifferent,,Somewhat distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
2717,I agree,"I used to be a developer by profession, but no longer am",65 years or older,"Retired;Not employed, and not looking for work",,,Some college/university study without earning a degree,"Books / Physical media;Colleague;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Stack Overflow;Interactive tutorial,,30,,,,,Investigate,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United States of America,,,Python,Lua;Python;Rust,SQLite,Redis,,,Flask,FastAPI;Flask,Pandas,Pandas,Pip,Pip,Neovim;Sublime Text;Vim,Neovim;Vim,ChromeOS;Debian;MacOS;Ubuntu,,,,Discord;Google Chat;Slack,Discord;Google Chat,Google Bard AI,ChatGPT;Google Bard AI,,,Stack Overflow,A few times per month or weekly,No,,"No, not really",,Yes,Favorable,Increase productivity;Speed up learning,Neither trust nor distrust,Testing code,Writing code;Debugging and getting help,,Writing code,,,,Writing code,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
